na:0564f	CHANGE-APPEARANCE/STATE	An agent CHANGES THE APPEARANCE/STATE of a patient in a result of an extent from a material to a goal using an instrument	bn:00092789v	Cause to become	Change (appearance or state).
na:0566f	DANCE	An agent DANCES with a co-agent a theme on a location	bn:00086272v	Move in a pattern; usually to musical accompaniment; do or perform a dance	Dance.
na:0567f	UNFASTEN_UNFOLD	An agent UNFASTEN-UNFOLDS a patient using an instrument for an extent to a destination	bn:00095387v	Cause to become undone	Unfasten, loosen, unlock.
na:0568f	REGRET_SORRY	An experiencer REGRETS is SORRY for a stimulus to a destination	bn:00092683v	Feel remorse for; feel sorry for; be contrite about	Regret, repent.
na:0570f	METEOROLOGICAL	An agent PRODUCE A METEOROLOGICAL theme to achieve  a goal	bn:00085357v	Fall from clouds	Precipitate, come down (as rain, or snow).
na:0571f	CATCH_EMBARK	An agent CATCHES-EMBARKS on a theme	bn:00084656v	Reach in time	Embark, catch, board.
na:0572f	PERMEATE	An agent makes a theme PERMEATE to a destination	bn:00088196v	Pass through	Permeate, percolate, sink in.
na:0573f	MAKE-RELAX	A stimulus MAKES an experiencer to RELAX using an instrument having a result	bn:00090481v	Cause to feel relaxed	Relax, calm.
na:0574f	SUBJUGATE	A cause makes an agent SUBJUGATE a patient using an instrument	bn:00094522v	Make subservient; force to submit or subdue	Subordinate, subjugate, subdue.
na:0575f	BEWITCH	An agent BEWITCHES an experiencer (+attribute)	bn:00083466v	Cast a spell over someone or something; put a hex on someone or something	Anathemize, sorcerize, cast a spell.
na:0576f	PERCEIVE	An experiencer PERCEIVES a stimulus as attribute	bn:00085496v	To become aware of through the senses	Perceive, sense, recognize.
na:0577f	SMELL	An experiencer SMELLS a stimulus	bn:00093929v	Inhale the odor of; perceive by the olfactory sense	Sniff, scent, nose.
na:0578f	CAGE_IMPRISON	A cause makes an agent CAGES-IMPRISONS a theme to a destination for an extent	bn:00088673v	Lock up or confine in or as in a jail	Imprison, lock up, confine in jail.
na:0579f	SEW	An agent SEWS a patient using an instrument from a material producing a product	bn:00093548v	Create (clothes) with cloth	Sew, crochet, quilt.
na:0580f	JOIN_CONNECT	An agent JOINS-CONNECTS a patient with a co-patient using an instrument having a result	bn:00084107v	Cause to become joined or linked	Connect, join, link.
na:0581f	DRIVE-BACK	An agent DRIVES BACK a theme from a source to a destination using an instrument (+attribute)	bn:00087348v	Force or drive back	Banish, deport, excommunicate.
na:0582f	CAUSE-MENTAL-STATE	An agent CAUSES A MENTAL STATE-stimulus to an experiencer towards a theme using an instrument of an extent having a result (+attribute)	bn:00085208v	Affect	Cause (a mental state).
na:0583f	ESTABLISH	An agent with a co-agent ESTABLISH a theme for a beneficiary	bn:00087732v	Set up or found	Establish, found, initiate.
na:0584f	RENEW	An agent RENEWS a patient using a material for a beneficiary	bn:00092487v	Cast or model anew	Renew, reinvent, regenerate.
na:0586f	GENERATE	An agent GENERATES a product using a patient for a beneficiary (+attribute)	bn:00088724v	Give or supply	Generate, yield, render.
na:0587f	COPY	An agent COPIES a theme to a destination	bn:00085807v	Make a replica of	Copy, replicate, duplicate.
na:0592f	DISLIKE	An experiencer DISLIKES a stimulus (+attribute)	bn:00086983v	Have or feel a dislike or distaste for	Loathe, abominate, dislike.
na:0593f	DROP	An agent DROPS a patient to a destination from a source for an extent (+attribute)	bn:00087364v	Let fall to the ground	Drop, dump.
na:0594f	FLY	An agent makes a theme FLY to a destination	bn:00088378v	Travel through the air; be airborne	Fly, levitate, fluctuate.
na:0596f	BURY_PLANT	An agent BURIES-PLANTS a patient in a destination	bn:00084299v	Place in the earth and cover with soil	Plant, bury.
na:0597f	WORK	An agent WORKS as attribute with a co-agent on a theme to a goal using an instrument	bn:00095812v	Exert oneself by doing mental or physical work for a purpose or out of necessity	Work, serve.
na:0598f	MISS_OMIT_LACK	An agent MISSES-OMITS-LACKS a theme from a source using an instrument	bn:00090161v	Be without	Miss, omit, skip.
na:0600f	EXEMPT	An agent EXEMPTS a theme from a source	bn:00087818v	Grant exemption or release to	Exempt, spare, relieve.
na:0602f	CRITICIZE	A cause makes an agent CRITICIZES a theme (+attribute)	bn:00086046v	Find fault with; express criticism of; point out real or perceived flaws	Criticize, demur.
na:0604f	FRUSTRATE_DISAPPOINT	An agent FRUSTRATES-DISAPPOINTS an experiencer with a stimulus using an instrument	bn:00086883v	Fail to meet the hopes or expectations of	Disappoint, fall short, let down.
na:0605f	MOVE-BACK	An agent MOVES BACK a theme of an extent from a source to a destination on a location	bn:00087267v	Pull back or move away or backward	Move back.
na:0607f	LEAVE-BEHIND	A source LEAVES BEHIND a theme to a goal	bn:00090276v	Depart and not take along	Leave behind, let.
na:0608f	DISBAND_BREAK-UP	An agent DISBANDS-BREAKS UP a theme from a co-theme (+attribute)	bn:00086895v	Stop functioning or cohering as a unit	Disband, break up, part.
na:0609f	REFLECT	An agent REFLECTS a co-agent	bn:00092636v	To throw or bend back (from a surface)	Reflect, reverberate, mirror.
na:0611f	SATISFY_FULFILL	An agent SATISFIES-FULFILLS a theme (+attribute)	bn:00088614v	Meet the requirements or expectations of	Satisffy, fulfill, meet.
na:0612f	LEND	An agent LENDS a theme to a recipient for an asset for an extent	bn:00090289v	Give temporarily; let have for a limited time	Rent, lease, lend.
na:0616f	DIVIDE	An agent DIVIDES a patient for a co-patient having a result	bn:00087098v	Perform a division	Divide.
na:0617f	BID	An agent BIDS an asset for a theme against a co-agent	bn:00082408v	Take a risk in the hope of a favorable outcome	Bid, gamble, play.
na:0618f	TIGHTEN	An agent TIGHTENS a patient of an extent from a source to a destination	bn:00088055v	Make tight or tighter	Tighten, fasten.
na:0619f	CAUSE-SMT	An agent CAUSES to a patient a result using an instrument	bn:00084699v	Give rise to; cause to happen or occur not always intentionally	Cause, yield, account for something.
na:0620f	ASCRIBE	An agent ASCRIBES an attribute to a theme	bn:00082815v	Attribute or credit to	Ascribe, impute, credit.
na:0621f	WAIT	An agent WAITS a theme for an extent in a location for a goal	bn:00095593v	Stay in one place and anticipate or expect something	Wait, hold on, stand by.
na:0622f	DECEIVE	An agent DECEIVES a patient using an instrument for a goal (+attribute)	bn:00083460v	Cause someone to believe an untruth	Deceive, cheat.
na:0623f	BE-LOCATED_BASE	An agent LOCATES-BASES a theme on a location	bn:00090425v	Assign a location to	Be located, base.
na:0624f	GROUND_BASE_FOUND	An agent GROUNDS-BASES-FOUNDS a theme on a source	bn:00083141v	Use as a basis for; found on	Base, consist, lie in.
na:0625f	MISTAKE	An agent MISTAKES a patient (+attribute)	bn:00087717v	To make a mistake or be incorrect	Commit a mistake.
na:0626f	CORRUPT	An agent CORRUPTS a patient with a value having a result	bn:00084040v	Make illegal payments to in exchange for favors or influence	Corrupt, bribe.
na:0627f	DISTINGUISH_DIFFER	An agent DISTINGUISHES-DIFFERS a theme from a co-theme (+attribute)	bn:00086797v	Be different	Distinguish, label.
na:0628f	REFER	A theme REFERS to a co-theme to a recipient	bn:00083240v	Be relevant to	Refer, mean, have in mind.
na:0629f	HAVE-A-FUNCTION_SERVE	A theme makes a value HAVE A FUNCTION-SERVE to a goal	bn:00088630v	Serve a purpose, role, or function	Serve, act as, have a function.
na:0630f	REMAIN	An agent makes a theme REMAIN as attribute for a goal	bn:00085719v	Continue in a place position or situation	Stay, remain, stand.
na:0631f	WELCOME	An agent WELCOMES a theme using an instrument (+attribute)	bn:00092491v	Bid welcome to; greet upon arrival	Welcome, salute, greet.
na:0632f	AUX_MOD	_	_	_	_
na:0633f	DERIVE	A theme DERIVES from a source	bn:00085322v	To be the product or result	Derive, descend, come from.
na:0634f	APPLY	An agent APPLIES a theme to a patient	bn:00082711v	Avail oneself to	Be relevant, be pertinent.
na:0635f	PRETEND	An agent PRETENDS a theme	bn:00088109v	Deceive by a mock action	Pretend, feint.
na:1001f	AUXILIARY	_	_	_	_
na:1002f	LIGHT-VERB	_	_	_	_
na:1003f	DISCOURSE-FUNCTION	_	_	_	_
na:1004f	COPULA	_	_	_	_
na:1005f	MUST	_	_	_	_
na:1006f	MODAL	_	_	_	_
